Species,Longitude,Latitude
Tacinga_palmadora,-39.733333,-10.733333
Tacinga_inamoena,-39.733333,-10.733333
Tacinga_palmadora,-40.139722,-12.149167
Cereus_fernambucensis,-37.6,-11.6
Pilosocereus_catingicola,-38.0175,-9.03
Cereus_jamacaru,-42.383333,-9.383333
Cereus_fernambucensis,-38.95,-13.95
Melocactus_zehntneri,-35.466667,-6.466667
Rhipsalis_floccosa,-41.95,-13.95
Tacinga_inamoena,-42.614444,-11.613611
Tacinga_inamoena,-41.787778,-9.7875
Tacinga_palmadora,-39.6,-10.6
Tacinga_inamoena,-39.6,-10.6
Cereus_jamacaru,-39.6,-10.6
Melocactus_zehntneri,-39.6,-10.6
Pilosocereus_catingicola,-39.6,-10.6
Pilosocereus_pentaedrophorus,-39.6,-12.6
Pilosocereus_pentaedrophorus,-40.478889,-10.471667
Tacinga_palmadora,-43.288056,-13.289444
Cereus_jamacaru,-39.866667,-9.866667
Tacinga_inamoena,-41.834167,-13.837222
Tacinga_inamoena,-42.716667,-11.724167
Melocactus_violaceus,-40.510833,-11.503056
Tacinga_inamoena,-40.45,-11.45
Cereus_albicaulis,-39.856667,-12.855
Rhipsalis_lindbergiana,-40.545278,-11.535278
Melocactus_zehntneri,-42.733333,-11.733333
Melocactus_ernestii,-39.7,-12.7
Tacinga_inamoena,-39.7,-12.7
Rhipsalis_floccosa,-37.383333,-10.383333
Pilosocereus_catingicola,-38.2,-9.2
Tacinga_inamoena,-38.2,-9.2
Rhipsalis_floccosa,-39.7,-13.7
Pilosocereus_catingicola,-39.5,-11.5
Tacinga_inamoena,-39.983333,-12.983333
Tacinga_palmadora,-41.278056,-13.280556
Tacinga_inamoena,-41.266667,-13.266667
Tacinga_palmadora,-39.816667,-11.816667
Epiphyllum_phyllanthus,-39.533333,-12.533333
Tacinga_inamoena,-38.966667,-12.966667
Tacinga_palmadora,-39.083333,-12.083333
Melocactus_ernestii,-37.266667,-8.503889
Melocactus_zehntneri,-36.308611,-7.333333
Rhipsalis_floccosa,-39.1575,-14.804722
Melocactus_zehntneri,-38.617222,-9.411944
Pilosocereus_pernambucoensis,-36.749444,-7.505278
Melocactus_ernestii,-37.245,-8.586667
Tacinga_palmadora,-37.266667,-8.503889
Melocactus_zehntneri,-37.052222,-5.5625
Pilosocereus_pernambucoensis,-37.052222,-5.5625
Pilosocereus_pachycladus,-36.308611,-7.333333
Pilosocereus_pernambucoensis,-36.308611,-7.333333
Cereus_albicaulis,-37.246944,-8.548333
Tacinga_inamoena,-38.718611,-8.059722
Cereus_jamacaru,-38.718611,-8.059722
Melocactus_zehntneri,-38.718611,-8.059722
Tacinga_inamoena,-43.490278,-9.219167
Melocactus_zehntneri,-39.566944,-8.093056
Tacinga_inamoena,-37.246944,-8.548333
Cereus_jamacaru,-37.195278,-8.530278
Pilosocereus_pernambucoensis,-40.710556,-7.416389
Pilosocereus_pernambucoensis,-38.546111,-7.613611
Tacinga_inamoena,-37.195278,-8.530278
Tacinga_palmadora,-35.666667,-6.35
Melocactus_violaceus,-35.016667,-7.316667
Pilosocereus_catingicola,-37.245,-8.586667
Cereus_fernambucensis,-39.016111,-14.962222
Cereus_jamacaru,-39.366667,-12.5
Cereus_albicaulis,-42,-9.55
Cereus_fernambucensis,-38.333333,-12.934722
Pilosocereus_pentaedrophorus,-38.333333,-12.934722
Tacinga_inamoena,-35.466667,-6.6
Tacinga_inamoena,-35.666667,-6.35
Melocactus_zehntneri,-35.466667,-6.6
Melocactus_zehntneri,-35.85,-6.233333
Tacinga_palmadora,-38.733333,-8.666667
Pilosocereus_catingicola,-44.14,-2.650833
Tacinga_palmadora,-38.483333,-9.333333
Melocactus_violaceus,-41.05,-16.366667
Cereus_jamacaru,-39.603889,-14.7025
Epiphyllum_phyllanthus,-39.385278,-15.189444
Tacinga_palmadora,-39.316667,-10.433333
Tacinga_palmadora,-40.083333,-13.85
Tacinga_palmadora,-39.133333,-9.9
Rhipsalis_floccosa,-37.6,-11.8
Tacinga_palmadora,-43.288056,-13.072778
Epiphyllum_phyllanthus,-35.9075,-9.27
Pilosocereus_pernambucoensis,-38.016667,-9.55
Tacinga_inamoena,-43.141944,-9.485
Rhipsalis_floccosa,-38.966667,-12.25
Rhipsalis_lindbergiana,-38.966667,-12.25
Tacinga_palmadora,-40.836111,-11.135278
Cereus_jamacaru,-42.383333,-9.95
Cereus_jamacaru,-39.766667,-12.7
Pilosocereus_pentaedrophorus,-39.766667,-12.7
Tacinga_inamoena,-38.2,-9.483333
Cereus_fernambucensis,-39.1,-14.666667
Pilosocereus_pentaedrophorus,-41.466667,-13.366667
Tacinga_inamoena,-38.65,-9.716667
Tacinga_palmadora,-39.083333,-12.533333
Cereus_jamacaru,-40.070711,-5.411836
Pilosocereus_catingicola,-39.490833,-12.568889
Tacinga_inamoena,-37.065833,-5.552778
Pilosocereus_catingicola,-40.215,-14.087778
Pilosocereus_catingicola,-37.547778,-10.098889
Tacinga_inamoena,-38.806944,-11.032778
Pilosocereus_catingicola,-37.103889,-10.115833
Pilosocereus_catingicola,-36.680833,-9.100833
Pilosocereus_catingicola,-40.752778,-10.535833
Pilosocereus_catingicola,-40.082778,-11.070833
Pilosocereus_catingicola,-41.265833,-11.520833
Pilosocereus_catingicola,-36.711944,-8.738889
Pilosocereus_catingicola,-37.716944,-9.757778
Pilosocereus_catingicola,-37.885,-11.626944
Pilosocereus_catingicola,-37.065833,-5.552778
Pilosocereus_catingicola,-38.373889,-10.553889
Pilosocereus_catingicola,-37.271944,-8.336944
Pilosocereus_catingicola,-37.262778,-8.131944
Pilosocereus_catingicola,-41.113889,-14.463889
Pilosocereus_catingicola,-36.901944,-8.56
Pilosocereus_catingicola,-38.852778,-10.852778
Pilosocereus_catingicola,-40.752778,-11.07
Pilosocereus_catingicola,-39.885,-12.295
Pilosocereus_catingicola,-39.955833,-13.003889
Pilosocereus_catingicola,-37.885,-4.818889
Pilosocereus_catingicola,-38.126111,-9.720833
Pilosocereus_catingicola,-41.086944,-11.48
Pilosocereus_catingicola,-41.115833,-13.970833
Pilosocereus_catingicola,-37.946944,-5.811944
Pilosocereus_catingicola,-39.810833,-10.677778
Pilosocereus_catingicola,-39.157778,-11.96
Melocactus_zehntneri,-41.185667,-6.697028
Cereus_jamacaru,-40.182361,-6.671639
Cereus_jamacaru,-38.816667,-3.566667
Tacinga_inamoena,-40.156944,-6.331389
Tacinga_inamoena,-39.143889,-7.222222
Pilosocereus_pernambucoensis,-39.628611,-7.147778
Melocactus_zehntneri,-39.075556,-7.180278
Pilosocereus_catingicola,-38.0025,-5.054722
Tacinga_inamoena,-38.661389,-6.226944
Cereus_jamacaru,-38.522778,-6.043889
Tacinga_inamoena,-37.887778,-4.817222
Tacinga_inamoena,-40.304444,-6.002222
Melocactus_zehntneri,-38.948889,-6.93
Tacinga_inamoena,-38.0025,-5.054722
Tacinga_inamoena,-39.920833,-6.807778
Tacinga_inamoena,-38.991667,-6.718333
Cereus_jamacaru,-39.143889,-7.222222
Cereus_jamacaru,-38.977778,-6.7425
Tacinga_inamoena,-38.303889,-5.426667
Pilosocereus_pernambucoensis,-40.225556,-6.116667
Pilosocereus_pernambucoensis,-40.181806,-6.673833
Tacinga_inamoena,-40.116667,-6.583333
Melocactus_zehntneri,-40.181556,-6.593556
Cereus_albicaulis,-40.116667,-6.65
Cereus_jamacaru,-40.133333,-6.616667
Epiphyllum_phyllanthus,-38.630689,-4.601861
Tacinga_inamoena,-39.024444,-4.955556
Rhipsalis_lindbergiana,-39.083333,-12.533333
Pilosocereus_pernambucoensis,-36.847778,-8.079444
Epiphyllum_phyllanthus,-36.433648,-9.231546
Pilosocereus_catingicola,-34.964444,-7.414167
Cereus_fernambucensis,-35.200556,-5.917222
Pilosocereus_catingicola,-35.200556,-5.917222
Melocactus_violaceus,-35.200556,-5.917222
Cereus_fernambucensis,-34.976944,-6.502222
Cereus_fernambucensis,-34.975556,-6.443889
Melocactus_ernestii,-36.766667,-8.133333
Tacinga_inamoena,-36.678056,-8.095833
Melocactus_ernestii,-36.8935,-7.476667
Melocactus_violaceus,-35.124167,-6.696389
Pilosocereus_pachycladus,-35.843944,-8.381944
Cereus_jamacaru,-38.457778,-6.984167
Tacinga_palmadora,-36.629167,-6.941944
Cereus_fernambucensis,-34.916667,-6.766667
Pilosocereus_catingicola,-34.916667,-6.766667
Melocactus_violaceus,-34.978633,-6.493617
Pilosocereus_catingicola,-34.978633,-6.493619
Tacinga_palmadora,-36.45475,-6.824917
Tacinga_inamoena,-36.45475,-6.824917
Pilosocereus_pernambucoensis,-36.898222,-7.470556
Tacinga_inamoena,-36.308611,-7.356944
Pilosocereus_pachycladus,-40.710556,-7.416389
Pilosocereus_pachycladus,-38.548056,-7.613611
Tacinga_inamoena,-38.228056,-6.759444
Melocactus_ernestii,-35.741667,-6.558333
Pilosocereus_pernambucoensis,-35.741667,-6.558333
Melocactus_zehntneri,-36.887778,-7.470833
Tacinga_inamoena,-35.675556,-6.416667
Melocactus_bahiensis,-36.888889,-7.466389
Tacinga_inamoena,-36.926667,-7.489167
Cereus_jamacaru,-38.228056,-6.759444
Epiphyllum_phyllanthus,-35.125833,-6.838889
Cereus_jamacaru,-36.272222,-7.390833
Melocactus_ernestii,-36.403611,-8.2075
Epiphyllum_phyllanthus,-35.2325,-7.096389
Tacinga_palmadora,-36.061111,-7.076944
Pilosocereus_pachycladus,-35.881111,-7.230833
Pilosocereus_pachycladus,-36.061111,-7.076944
Tacinga_palmadora,-36.287222,-7.489167
Tacinga_palmadora,-36.272222,-7.390833
Rhipsalis_floccosa,-35.691389,-6.963333
Pilosocereus_pernambucoensis,-35.881111,-7.230833
Tacinga_inamoena,-35.898333,-7.358333
Pilosocereus_pernambucoensis,-35.898333,-7.358333
Melocactus_zehntneri,-36.061111,-7.076944
Melocactus_zehntneri,-38.228056,-6.759444
Pilosocereus_pernambucoensis,-36.061111,-7.076944
Melocactus_zehntneri,-36.272222,-7.390833
Melocactus_ernestii,-36.061111,-7.076944
Cereus_jamacaru,-36.061111,-7.076944
Pilosocereus_catingicola,-35.125833,-6.838889
Tacinga_inamoena,-36.061111,-7.076944
Pilosocereus_catingicola,-34.863056,-7.115
Rhipsalis_floccosa,-35.5,-7.25
Pilosocereus_pernambucoensis,-36.665,-7.483333
Melocactus_violaceus,-35.125833,-6.838889
Tacinga_inamoena,-44.00555,-15.996228
Pilosocereus_pernambucoensis,-35.316667,-8.216667
Tacinga_inamoena,-35.316667,-8.216667
Tacinga_inamoena,-42.716667,-12.052778
Pilosocereus_pachycladus,-43.424444,-16.3375
Pilosocereus_pachycladus,-41.370833,-11.483056
Cereus_albicaulis,-42.516667,-14.716667
Cereus_fernambucensis,-37.933333,-12.45
Cereus_jamacaru,-44.95,-12.366667
Cereus_fernambucensis,-35.85,-9.783333
Cereus_fernambucensis,-36.3,-10.316667
Pilosocereus_pachycladus,-42.9,-15.066667
Melocactus_ernestii,-42.016444,-14.385722
Melocactus_bahiensis,-41.310444,-13.744083
Melocactus_ernestii,-36.328111,-8.153389
Melocactus_ernestii,-37.384,-7.252083
Melocactus_ernestii,-40.2685,-12.7895
Melocactus_ernestii,-39.188833,-12.021
Melocactus_ernestii,-42.808528,-15.144694
Melocactus_ernestii,-39.471111,-12.184306
Melocactus_ernestii,-41.769111,-13.805778
Melocactus_bahiensis,-36.680778,-8.749111
Melocactus_ernestii,-41.251944,-13.588639
Melocactus_bahiensis,-40.576056,-12.382833
Melocactus_ernestii,-41.919417,-14.431972
Melocactus_bahiensis,-41.862889,-12.408028
Melocactus_ernestii,-43.058083,-15.710389
Melocactus_ernestii,-41.304889,-15.9915
Melocactus_ernestii,-41.578914,-16.590861
Melocactus_bahiensis,-41.578914,-16.590861
Rhipsalis_lindbergiana,-40.016667,-16.033333
Tacinga_inamoena,-43.3,-15.8
Tacinga_inamoena,-43.619444,-16.660833
Tacinga_inamoena,-42.616667,-15.333333
Cereus_jamacaru,-44.255556,-15.121111
Tacinga_palmadora,-40.053722,-13.89925
Tacinga_inamoena,-40.053242,-14.900417
Cereus_fernambucensis,-38.969167,-15.456667
Tacinga_palmadora,-40.2275,-10.175556
Melocactus_violaceus,-37.409444,-10.030556
Melocactus_zehntneri,-38.718611,-8.559722
Cereus_jamacaru,-38.776111,-8.080833
Cereus_jamacaru,-35.9925,-8.395278
Pilosocereus_pernambucoensis,-35.843944,-8.381944
Cereus_jamacaru,-35.843944,-8.381944
Pilosocereus_pachycladus,-36,-8.383333
Cereus_jamacaru,-35.720278,-8.687
Tacinga_inamoena,-36.809639,-7.596083
Melocactus_violaceus,-37.251389,-8.530556
Tacinga_palmadora,-39.4,-9.733333
Melocactus_bahiensis,-35.8375,-8.334722
Tacinga_inamoena,-37.843111,-9.607639
Tacinga_palmadora,-37.843111,-9.607639
Cereus_jamacaru,-35.833333,-8.8
Epiphyllum_phyllanthus,-35.833333,-8.8
Cereus_fernambucensis,-38.216667,-5.8
Melocactus_violaceus,-35.216667,-5.8
Pilosocereus_catingicola,-38.216667,-5.8
Cereus_jamacaru,-38.216667,-5.8
Cereus_jamacaru,-41.804333,-2.843361
Melocactus_zehntneri,-41.9725,-7.017433
Cereus_jamacaru,-42.637222,-5.539722
Tacinga_palmadora,-39.766667,-12.7
Tacinga_inamoena,-41.293333,-10.718611
Cereus_jamacaru,-40.519722,-9.130556
Cereus_albicaulis,-40.3925,-9.059167
Cereus_jamacaru,-41.309167,-9.6425
Pilosocereus_pernambucoensis,-40.519722,-9.130556
Tacinga_palmadora,-40.519722,-9.130556
Pilosocereus_pernambucoensis,-40.416667,-7.916667
Pilosocereus_catingicola,-36.485781,-10.423942
Epiphyllum_phyllanthus,-36.571675,-9.527539
Tacinga_inamoena,-37.2473,-10.110417
Tacinga_palmadora,-40.396544,-9.174567
Tacinga_inamoena,-40.396544,-9.174567
Tacinga_inamoena,-37.488272,-10.559244
Tacinga_palmadora,-37.009167,-10.618222
Cereus_jamacaru,-36.502031,-10.19365
Pilosocereus_pernambucoensis,-38.255733,-9.372483
Pilosocereus_pernambucoensis,-38.021397,-10.359722
Pilosocereus_pernambucoensis,-37.422269,-9.627747
Cereus_jamacaru,-38.255747,-9.372483
Cereus_jamacaru,-38.021397,-10.359722
Cereus_jamacaru,-38.567244,-9.440308
Tacinga_palmadora,-38.021397,-10.359722
Cereus_jamacaru,-37.724969,-10.260147
Melocactus_zehntneri,-37.628303,-9.384575
Tacinga_inamoena,-37.628303,-9.384575
Cereus_jamacaru,-37.104081,-10.263511
Pilosocereus_pernambucoensis,-37.104081,-10.263511
Tacinga_palmadora,-37.628303,-9.384575
Tacinga_palmadora,-38.318703,-10.108233
Tacinga_inamoena,-38.318703,-10.108233
Tacinga_inamoena,-37.724969,-10.260147
Epiphyllum_phyllanthus,-36.642353,-10.009722
Melocactus_zehntneri,-37.724969,-10.260147
Pilosocereus_pernambucoensis,-37.724969,-10.260147
Tacinga_inamoena,-38.201875,-9.659722
Tacinga_palmadora,-38.201797,-9.659722
Tacinga_inamoena,-37.175694,-10.110364
Pilosocereus_pernambucoensis,-37.175694,-10.110364
Melocactus_ernestii,-38.375911,-9.731758
Tacinga_palmadora,-38.010156,-10.260147
Tacinga_inamoena,-38.375911,-9.731758
Cereus_fernambucensis,-36.502031,-10.19365
Tacinga_inamoena,-38.270286,-10.018967
Melocactus_zehntneri,-38.674097,-9.676003
Tacinga_inamoena,-37.270286,-10.018967
Tacinga_palmadora,-38.331719,-10.039075
Cereus_fernambucensis,-35.375919,-9.158025
Pilosocereus_catingicola,-36.971953,-10.487275
Cereus_fernambucensis,-36.344436,-10.166667
Melocactus_violaceus,-36.502031,-10.19365
Cereus_fernambucensis,-36.550339,-10.491211
Melocactus_violaceus,-36.550339,-10.491211
Cereus_fernambucensis,-39.985981,-16.742978
Cereus_fernambucensis,-36.231383,-10.116194
Melocactus_zehntneri,-38.516389,-9.651111
Pilosocereus_pentaedrophorus,-38.467222,-9.659167
Pilosocereus_pernambucoensis,-36.308611,-7.416667
Cereus_fernambucensis,-35.095,-8.714444
Pilosocereus_pachycladus,-35.375,-5.883333
Cereus_jamacaru,-35.375,-5.883333
Tacinga_inamoena,-38.321111,-7.983333
Cereus_jamacaru,-38.321111,-7.983333
Tacinga_inamoena,-41.15,-5.866667
Cereus_albicaulis,-42.1,-9.483333
Cereus_jamacaru,-43.133333,-11.083333
Pilosocereus_pentaedrophorus,-40.129444,-14.412778
Melocactus_ernestii,-42.526389,-14.583333
Tacinga_inamoena,-39.08,-4.977778
Pilosocereus_pachycladus,-42.576111,-14.759167
Rhipsalis_lindbergiana,-35.5825,-6.865833
Cereus_jamacaru,-40.283333,-9.283333
Epiphyllum_phyllanthus,-40.695,-11.241111
Melocactus_violaceus,-37.774444,-12.240278
Cereus_fernambucensis,-37.590278,-11.901111
Pilosocereus_catingicola,-40.807778,-9.390556
Cereus_jamacaru,-40.807778,-9.390556
Pilosocereus_pachycladus,-42.524444,-14.615278
Tacinga_palmadora,-38.145556,-9.714167
Tacinga_inamoena,-42.524444,-14.615278
Tacinga_inamoena,-38.145556,-9.714167
Tacinga_palmadora,-40.283333,-9.283333
Tacinga_palmadora,-41.15,-11.55
Melocactus_zehntneri,-41.944167,-11.164722
Cereus_jamacaru,-41.822778,-11.406111
Tacinga_inamoena,-40.846667,-9.480556
Melocactus_zehntneri,-40.881667,-9.519722
Tacinga_palmadora,-42.629444,-14.756111
Tacinga_inamoena,-42.650833,-14.765278
Cereus_jamacaru,-39.383333,-11.8
Tacinga_inamoena,-40.516667,-11.166667
Rhipsalis_floccosa,-39.722222,-14.167222
Melocactus_zehntneri,-41.338056,-11.490278
Tacinga_inamoena,-42.537222,-14.350833
Melocactus_bahiensis,-42.538333,-14.350556
Pilosocereus_pachycladus,-42.538333,-14.350556
Melocactus_ernestii,-42.537222,-14.213889
Tacinga_inamoena,-42.5,-10
Tacinga_inamoena,-41.001944,-11.636111
Melocactus_violaceus,-41.001389,-11.635833
Tacinga_inamoena,-43.784444,-14.234722
Melocactus_violaceus,-38.5,-12.966667
Epiphyllum_phyllanthus,-40.553056,-11.356111
Cereus_jamacaru,-40.563889,-11.36
Rhipsalis_floccosa,-40.516667,-11.333333
Tacinga_inamoena,-39.133333,-9.9
Tacinga_inamoena,-38.988056,-9.942778
Tacinga_palmadora,-38.988056,-9.942778
Tacinga_inamoena,-41.749167,-13.228611
Melocactus_ernestii,-39.766667,-12.7
Pilosocereus_pentaedrophorus,-39.6,-12.7
Cereus_fernambucensis,-38.316667,-12.883333
Epiphyllum_phyllanthus,-39.6325,-13.618889
Tacinga_inamoena,-40.836111,-11.135278
Cereus_fernambucensis,-38.283333,-12.516667
Rhipsalis_floccosa,-41.383333,-12.809722
Epiphyllum_phyllanthus,-41.383333,-12.809722
Rhipsalis_floccosa,-41.45,-12.466667
Pilosocereus_pachycladus,-41,-12
Tacinga_inamoena,-40.083333,-13.85
Cereus_jamacaru,-40.35,-14.516667
Tacinga_inamoena,-39.766667,-12.7
Rhipsalis_floccosa,-39.116667,-14.683333
Melocactus_ernestii,-39.083333,-12.533333
Tacinga_inamoena,-38.216667,-9.4
Cereus_jamacaru,-39.083333,-12.533333
Pilosocereus_catingicola,-38.5,-12.966667
